week,Date,PTE,period_from,period_until,upward_dispatch_EURMwh,downward_dispatch_kWhPTE,incentive_component_EURMwh,take_from_system_kWhPTE,feed_into_system_EURMwh,Regulation state,purchase_kWhPTE,sell_kWhPTE,absolute_kWhPTE,imbalance_kWhPTE,downward_reserve_kWh_PTE,downward_power_kWh_PTE,upward_power_kWh_PTE,upward_reserve_kWh_PTE,upward_incident_reserve_kWh_PTE,downward_incident_reserve_kWh_PTE,volume_kWhPTE,totals_kWhPTE
1,01-01-18,1,0:00,0:15,58.62,-57.54,0,58.62,-57.54,2,-125886,82717,208603,-43169,0,-6633,8613,0,0,,15246,1980
1,01-01-18,2,0:15,0:30,37.02,-57.54,0,37.02,37.02,1,-76303,108585,184888,32282,0,-36,4790,0,0,,4826,4754
1,01-01-18,3,0:30,0:45,,,0,33.1,33.1,0,-70684,92985,163669,22301,0,0,0,0,0,,0,0
1,01-01-18,4,0:45,1:00,,,0,33.1,33.1,0,-58767,85398,144165,26631,0,0,0,0,0,,0,0
1,01-01-18,5,1:00,1:15,,,0,33.09,33.09,0,-95688,97985,193673,2297,0,0,0,0,0,,0,0
1,01-01-18,6,1:15,1:30,35.19,,0,35.19,35.19,1,-94081,86460,180541,-7621,0,0,755,0,0,,755,755
1,01-01-18,7,1:30,1:45,,,0,33.56,33.56,0,-61056,90737,151793,29681,0,0,0,0,0,,0,0
1,01-01-18,8,1:45,2:00,,26.09,0,26.09,26.09,-1,-46823,95988,142811,49165,0,-3908,0,0,0,,3908,-3908
1,01-01-18,9,2:00,2:15,36.62,33.62,0,36.62,36.62,1,-82492,75807,158299,-6685,0,-2511,1059,0,0,,3570,-1452
1,01-01-18,10,2:15,2:30,32.45,,0,32.45,32.45,1,-77317,72150,149467,-5167,0,0,2039,0,0,,2039,2039
1,01-01-18,11,2:30,2:45,39.54,,0,39.54,39.54,1,-76429,70673,147102,-5756,0,0,8026,0,0,,8026,8026
1,01-01-18,12,2:45,3:00,39.54,31.03,0,31.03,31.03,-1,-62301,82519,144820,20218,0,-4318,1736,0,0,,6054,-2582
1,01-01-18,13,3:00,3:15,52.62,34.63,0,52.62,52.62,1,-93964,67759,161723,-26205,0,-1304,4086,0,0,,5390,2782
1,01-01-18,14,3:15,3:30,52.62,,0,52.62,52.62,1,-86327,65455,151782,-20872,0,0,22858,0,0,,22858,22858
1,01-01-18,15,3:30,3:45,33.82,34.8,0,34.8,34.8,-1,-73419,74723,148142,1304,0,-133,6578,0,0,,6711,6445
1,01-01-18,16,3:45,4:00,,26.91,0,26.91,26.91,-1,-68790,85907,154697,17117,0,-2454,0,0,0,,2454,-2454
1,01-01-18,17,4:00,4:15,41.79,34.53,0,41.79,41.79,1,-84531,79210,163741,-5321,0,-1556,4441,0,0,,5997,2885
1,01-01-18,18,4:15,4:30,36.62,,0,36.62,36.62,1,-77851,77326,155177,-525,0,0,6676,0,0,,6676,6676
1,01-01-18,19,4:30,4:45,32.37,,0,32.37,32.37,1,-78894,79165,158059,271,0,0,517,0,0,,517,517
1,01-01-18,20,4:45,5:00,36.62,,0,36.62,36.62,1,-81276,73779,155055,-7497,0,0,3993,0,0,,3993,3993
1,01-01-18,21,5:00,5:15,32.05,,0,32.05,32.05,1,-71356,88154,159510,16798,0,0,249,0,0,,249,249
1,01-01-18,22,5:15,5:30,,,0,32.82,32.82,0,-74967,89157,164124,14190,0,0,0,0,0,,0,0
1,01-01-18,23,5:30,5:45,36.62,,0,36.62,36.62,1,-81379,76817,158196,-4562,0,0,670,0,0,,670,670
1,01-01-18,24,5:45,6:00,40.62,,0,40.62,40.62,1,-86283,65781,152064,-20502,0,0,11894,0,0,,11894,11894
1,01-01-18,25,6:00,6:15,36.28,,0,36.28,36.28,1,-78504,78299,156803,-205,0,0,7996,0,0,,7996,7996
1,01-01-18,26,6:15,6:30,50.14,,0,50.14,50.14,1,-91782,60851,152633,-30931,0,0,17733,0,0,,17733,17733
1,01-01-18,27,6:30,6:45,44.17,,0,44.17,44.17,1,-100857,67171,168028,-33686,0,0,29747,0,0,,29747,29747
1,01-01-18,28,6:45,7:00,52.28,,0,52.28,52.28,1,-109673,55742,165415,-53931,0,0,36957,0,0,,36957,36957
1,01-01-18,29,7:00,7:15,32.36,,0,32.36,32.36,1,-107189,96753,203942,-10436,0,0,12254,0,0,,12254,12254
1,01-01-18,30,7:15,7:30,43.59,,0,43.59,43.59,1,-114809,91881,206690,-22928,0,0,3940,0,0,,3940,3940
1,01-01-18,31,7:30,7:45,51.59,,0,51.59,51.59,1,-124001,89739,213740,-34262,0,0,26058,0,0,,26058,26058
1,01-01-18,32,7:45,8:00,52.28,,0,52.28,52.28,1,-136424,104892,241316,-31532,0,0,26339,0,0,,26339,26339
1,01-01-18,33,8:00,8:15,47.66,-65.75,0,47.66,-65.75,2,-87344,101309,188653,13965,0,-10629,9910,0,0,,20539,-719
1,01-01-18,34,8:15,8:30,58.94,-65.75,0,58.94,58.94,1,-107686,93535,201221,-14151,0,-21,13022,0,0,,13043,13001
1,01-01-18,35,8:30,8:45,58.94,19.03,0,19.03,19.03,-1,-87682,111799,199481,24117,0,-9155,3013,0,0,,12168,-6142
1,01-01-18,36,8:45,9:00,,15.03,0,15.03,15.03,-1,-86532,117899,204431,31367,0,-30341,0,0,0,,30341,-30341
1,01-01-18,37,9:00,9:15,,-73.62,0,-73.62,-73.62,-1,-77922,184556,262478,106634,0,-57815,0,0,0,,57815,-57815
1,01-01-18,38,9:15,9:30,,-57.51,0,-57.51,-57.51,-1,-76398,145734,222132,69336,0,-54696,0,0,0,,54696,-54696
1,01-01-18,39,9:30,9:45,,2.55,0,2.55,2.55,-1,-89110,146020,235130,56910,0,-55867,0,0,0,,55867,-55867
1,01-01-18,40,9:45,10:00,,-70.17,0,-70.17,-70.17,-1,-83442,150688,234130,67246,0,-55474,0,0,0,,55474,-55474
1,01-01-18,41,10:00,10:15,,14.9,0,14.9,14.9,-1,-86502,136059,222561,49557,0,-40959,0,0,0,,40959,-40959
1,01-01-18,42,10:15,10:30,,14.9,0,14.9,14.9,-1,-75195,127783,202978,52588,0,-44779,0,0,0,,44779,-44779
1,01-01-18,43,10:30,10:45,,26.93,0,26.93,26.93,-1,-73111,151557,224668,78446,0,-34704,0,0,0,,34704,-34704
1,01-01-18,44,10:45,11:00,,30.03,0,30.03,30.03,-1,-69398,138129,207527,68731,0,-17516,0,0,0,,17516,-17516
1,01-01-18,45,11:00,11:15,,35.55,0,35.55,35.55,-1,-127713,130707,258420,2994,0,-121,0,0,0,,121,-121
1,01-01-18,46,11:15,11:30,,33.28,0,33.28,33.28,-1,-62619,120116,182735,57497,0,-1300,0,0,0,,1300,-1300
1,01-01-18,47,11:30,11:45,,,0,33.95,33.95,0,-66472,132217,198689,65745,0,-161,0,0,0,,161,-161
1,01-01-18,48,11:45,12:00,,,0,33.94,33.94,0,-71915,119663,191578,47748,0,0,0,0,0,,0,0
1,01-01-18,49,12:00,12:15,,-62.54,0,-62.54,-62.54,-1,-90996,159428,250424,68432,0,-21841,0,0,0,,21841,-21841
1,01-01-18,50,12:15,12:30,,10.42,0,10.42,10.42,-1,-73561,150024,223585,76463,0,-46433,0,0,0,,46433,-46433
1,01-01-18,51,12:30,12:45,,,0,34.22,34.22,0,-71933,139960,211893,68027,0,-8175,0,0,0,,8175,-8175
1,01-01-18,52,12:45,13:00,,,0,34.23,34.23,0,-80241,105916,186157,25675,0,0,0,0,0,,0,0
1,01-01-18,53,13:00,13:15,,,0,34.03,34.03,0,-90390,115915,206305,25525,0,0,0,0,0,,0,0
1,01-01-18,54,13:15,13:30,42.35,,0,42.35,42.35,1,-105394,102863,208257,-2531,0,0,1213,0,0,,1213,1213
1,01-01-18,55,13:30,13:45,61.6,,0,61.6,61.6,1,-120778,68874,189652,-51904,0,0,38318,0,0,,38318,38318
1,01-01-18,56,13:45,14:00,52.4,,0,52.4,52.4,1,-127471,60167,187638,-67304,0,0,36597,0,0,,36597,36597
1,01-01-18,57,14:00,14:15,52.4,17.53,0,17.53,17.53,-1,-35416,140803,176219,105387,0,-3040,11415,0,0,,14455,8375
1,01-01-18,58,14:15,14:30,,,0,33.83,33.83,0,-53981,79085,133066,25104,0,0,0,0,0,,0,0
1,01-01-18,59,14:30,14:45,,,0,33.83,33.83,0,-78085,74583,152668,-3502,0,0,0,0,0,,0,0
1,01-01-18,60,14:45,15:00,46.31,,0,46.31,46.31,1,-117729,59702,177431,-58027,0,0,8269,0,0,,8269,8269
1,01-01-18,61,15:00,15:15,46.31,35.88,0,35.88,35.88,-1,-41612,85859,127471,44247,0,-52,2815,0,0,,2867,2763
1,01-01-18,62,15:15,15:30,,,0,33.82,33.82,0,-65470,75293,140763,9823,0,0,0,0,0,,0,0
1,01-01-18,63,15:30,15:45,46.05,,0,46.05,46.05,1,-84190,66812,151002,-17378,0,0,5031,0,0,,5031,5031
1,01-01-18,64,15:45,16:00,52.28,,0,52.28,52.28,1,-111397,69122,180519,-42275,0,0,32541,0,0,,32541,32541
1,01-01-18,65,16:00,16:15,52.28,-50.42,0,-50.42,-50.42,-1,-22520,148661,171181,126141,0,-6437,8433,0,0,,14870,1996
1,01-01-18,66,16:15,16:30,,,0,33.95,33.95,0,-44432,99242,143674,54810,0,-66,0,0,0,,66,-66
1,01-01-18,67,16:30,16:45,43.02,,0,43.02,43.02,1,-66946,67206,134152,260,0,0,680,0,0,,680,680
1,01-01-18,68,16:45,17:00,101.45,,0,101.45,101.45,1,-128460,74721,203181,-53739,0,0,31623,0,0,,31623,31623
1,01-01-18,69,17:00,17:15,36.28,29.63,0,36.28,29.63,2,-36166,122731,158897,86565,0,-1808,6379,0,0,,8187,4571
1,01-01-18,70,17:15,17:30,36.28,,0,36.28,36.28,1,-74969,90064,165033,15095,0,0,73,0,0,,73,73
1,01-01-18,71,17:30,17:45,58.28,,0,58.28,58.28,1,-102685,68975,171660,-33710,0,0,20492,0,0,,20492,20492
1,01-01-18,72,17:45,18:00,46.28,,0,46.28,46.28,1,-119415,74724,194139,-44691,0,0,22496,0,0,,22496,22496
1,01-01-18,73,18:00,18:15,33.62,-63.12,0,33.62,-63.12,2,-76524,134978,211502,58454,0,-13380,7914,0,0,,21294,-5466
1,01-01-18,74,18:15,18:30,,33.28,0,33.28,33.28,-1,-99849,118359,218208,18510,0,-4463,0,0,0,,4463,-4463
1,01-01-18,75,18:30,18:45,,-64.13,0,-64.13,-64.13,-1,-89569,143827,233396,54258,0,-12448,0,0,0,,12448,-12448
1,01-01-18,76,18:45,19:00,,-69.5,0,-69.5,-69.5,-1,-90065,113629,203694,23564,0,-33945,0,0,0,,33945,-33945
1,01-01-18,77,19:00,19:15,89.83,-69.5,0,89.83,89.83,1,-106623,50519,157142,-56104,0,-7749,13877,0,0,,21626,6128
1,01-01-18,78,19:15,19:30,54.9,,0,54.9,54.9,1,-95303,47244,142547,-48059,0,0,36128,0,0,,36128,36128
1,01-01-18,79,19:30,19:45,40.37,,0,40.37,40.37,1,-84505,60335,144840,-24170,0,0,22917,0,0,,22917,22917
1,01-01-18,80,19:45,20:00,33.53,34.24,0,33.74,33.74,2,-85712,81894,167606,-3818,0,-228,3292,0,0,,3520,3064
1,01-01-18,81,20:00,20:15,,34.73,0,34.73,34.73,-1,-84205,50776,134981,-33429,0,-258,0,0,0,,258,-258
1,01-01-18,82,20:15,20:30,40.28,,0,40.28,40.28,1,-86555,48602,135157,-37953,0,0,2987,0,0,,2987,2987
1,01-01-18,83,20:30,20:45,40.28,12.87,0,12.87,12.87,-1,-66327,101203,167530,34876,0,-13530,55,0,0,,13585,-13475
1,01-01-18,84,20:45,21:00,,17,0,17,17,-1,-58828,88689,147517,29861,0,-25538,0,0,0,,25538,-25538
1,01-01-18,85,21:00,21:15,,27.34,0,27.34,27.34,-1,-65052,104999,170051,39947,0,-22952,0,0,0,,22952,-22952
1,01-01-18,86,21:15,21:30,,12.34,0,12.34,12.34,-1,-60880,102445,163325,41565,0,-3996,0,0,0,,3996,-3996
1,01-01-18,87,21:30,21:45,,-72.66,0,-72.66,-72.66,-1,-53600,99590,153190,45990,0,-44419,0,0,0,,44419,-44419
1,01-01-18,88,21:45,22:00,,4.94,0,4.94,4.94,-1,-47110,122738,169848,75628,0,-47594,0,0,0,,47594,-47594
1,01-01-18,89,22:00,22:15,46.28,4.94,0,46.28,46.28,1,-71931,55623,127554,-16308,0,-20768,919,0,0,,21687,-19849
1,01-01-18,90,22:15,22:30,47.63,23.73,0,47.63,23.73,2,-61696,58378,120074,-3318,0,-845,8072,0,0,,8917,7227
1,01-01-18,91,22:30,22:45,47.63,-22.6,0,-22.6,-22.6,-1,-56254,88657,144911,32403,0,-33705,36,0,0,,33741,-33669
1,01-01-18,92,22:45,23:00,,22.87,0,22.87,22.87,-1,-45281,110644,155925,65363,0,-30863,0,0,0,,30863,-30863
1,01-01-18,93,23:00,23:15,52.1,23.79,0,52.1,52.1,1,-105047,68028,173075,-37019,0,-17723,1730,0,0,,19453,-15993
1,01-01-18,94,23:15,23:30,34.51,23.79,0,34.51,23.79,2,-78336,74818,153154,-3518,0,-502,2874,0,0,,3376,2372
1,01-01-18,95,23:30,23:45,,-76.21,0,-76.21,-76.21,-1,-36625,117398,154023,80773,0,-46779,0,0,0,,46779,-46779
1,01-01-18,96,23:45,0:00,,-47.37,0,-47.37,-47.37,-1,-69107,157173,226280,88066,0,-83382,0,0,0,,83382,-83382
1,01-02-18,1,0:00,0:15,44.12,-47.37,0,44.12,44.12,1,-99498,88102,187600,-11396,0,-34819,2164,0,0,,36983,-32655
1,01-02-18,2,0:15,0:30,44.12,28.48,0,28.48,28.48,-1,-69332,88535,157867,19203,0,-8050,122,0,0,,8172,-7928
1,01-02-18,3,0:30,0:45,,29.79,0,29.79,29.79,-1,-57880,57607,115487,-273,0,-10613,0,0,0,,10613,-10613
1,01-02-18,4,0:45,1:00,,28.56,0,28.56,28.56,-1,-54775,58202,112977,3427,0,-1703,0,0,0,,1703,-1703
1,01-02-18,5,1:00,1:15,,8.19,0,8.19,8.19,-1,-84799,87781,172580,2982,0,-8980,0,0,0,,8980,-8980
1,01-02-18,6,1:15,1:30,,,0,33.43,33.43,0,-95125,69135,164260,-25990,0,-15,0,0,0,,15,-15
1,01-02-18,7,1:30,1:45,,,0,33.43,33.43,0,-67812,69562,137374,1750,0,0,0,0,0,,0,0
1,01-02-18,8,1:45,2:00,,26.78,0,26.78,26.78,-1,-55324,79923,135247,24599,0,-6536,0,0,0,,6536,-6536
1,01-02-18,9,2:00,2:15,59.42,26.78,0,59.42,59.42,1,-104514,63061,167575,-41453,0,-1630,14179,0,0,,15809,12549
1,01-02-18,10,2:15,2:30,40.28,,0,40.28,40.28,1,-83397,62243,145640,-21154,0,0,8617,0,0,,8617,8617
1,01-02-18,11,2:30,2:45,40.28,,0,40.28,40.28,1,-86028,64847,150875,-21181,0,0,20747,0,0,,20747,20747
1,01-02-18,12,2:45,3:00,40.28,27.03,0,27.03,27.03,-1,-67838,75645,143483,7807,0,-2806,6627,0,0,,9433,3821
1,01-02-18,13,3:00,3:15,33.02,36.11,0,34.12,34.12,2,-83645,71968,155613,-11677,0,-1148,411,0,0,,1559,-737
1,01-02-18,14,3:15,3:30,32.61,28.38,0,28.38,28.38,-1,-67577,83999,151576,16422,0,-3469,108,0,0,,3577,-3361
1,01-02-18,15,3:30,3:45,,28.38,0,28.38,28.38,-1,-74348,91415,165763,17067,0,-8908,0,0,0,,8908,-8908
1,01-02-18,16,3:45,4:00,,5.78,0,5.78,5.78,-1,-49450,99566,149016,50116,0,-28100,0,0,0,,28100,-28100
1,01-02-18,17,4:00,4:15,,19.78,0,19.78,19.78,-1,-55587,106157,161744,50570,0,-32150,0,0,0,,32150,-32150
1,01-02-18,18,4:15,4:30,,26.78,0,26.78,26.78,-1,-66563,108712,175275,42149,0,-7969,0,0,0,,7969,-7969
1,01-02-18,19,4:30,4:45,,9.91,0,9.91,9.91,-1,-46301,123558,169859,77257,0,-35857,0,0,0,,35857,-35857
1,01-02-18,20,4:45,5:00,,24.91,0,24.91,24.91,-1,-59910,108666,168576,48756,0,-26703,0,0,0,,26703,-26703
1,01-02-18,21,5:00,5:15,,30.8,0,30.8,30.8,-1,-63022,130912,193934,67890,0,-5156,0,0,0,,5156,-5156
1,01-02-18,22,5:15,5:30,,33.28,0,33.28,33.28,-1,-90225,117563,207788,27338,0,-2451,0,0,0,,2451,-2451
1,01-02-18,23,5:30,5:45,,33.28,0,33.28,33.28,-1,-92990,98226,191216,5236,0,-1206,0,0,0,,1206,-1206
1,01-02-18,24,5:45,6:00,,,0,33.2,33.2,0,-84120,107681,191801,23561,0,0,0,0,0,,0,0
1,01-02-18,25,6:00,6:15,,22.58,0,22.58,22.58,-1,-96987,132974,229961,35987,0,-7630,0,0,0,,7630,-7630
1,01-02-18,26,6:15,6:30,,,0,33.6,33.6,0,-91946,113207,205153,21261,0,-402,0,0,0,,402,-402
1,01-02-18,27,6:30,6:45,34.69,,0,34.69,34.69,1,-123635,93703,217338,-29932,0,0,199,0,0,,199,199
1,01-02-18,28,6:45,7:00,,32.58,0,32.58,32.58,-1,-119342,104771,224113,-14571,0,-105,0,0,0,,105,-105
1,01-02-18,29,7:00,7:15,,24.01,0,24.01,24.01,-1,-146097,135740,281837,-10357,0,-2387,0,0,0,,2387,-2387
1,01-02-18,30,7:15,7:30,,11.05,0,11.05,11.05,-1,-130192,119221,249413,-10971,0,-21686,0,0,0,,21686,-21686
1,01-02-18,31,7:30,7:45,47.92,11.05,0,47.92,47.92,1,-157753,113021,270774,-44732,0,-819,5395,0,0,,6214,4576
1,01-02-18,32,7:45,8:00,99.48,,0,99.48,99.48,1,-191928,118766,310694,-73162,0,0,48173,0,0,,48173,48173
1,01-02-18,33,8:00,8:15,65.89,15.78,0,15.78,15.78,-1,-119915,94413,214328,-25502,0,-3225,28559,0,0,,31784,25334
1,01-02-18,34,8:15,8:30,,9.78,0,9.78,9.78,-1,-104184,92124,196308,-12060,0,-6788,0,0,0,,6788,-6788
1,01-02-18,35,8:30,8:45,,,0,36.89,36.89,0,-115798,82698,198496,-33100,0,-10,0,0,0,,10,-10
1,01-02-18,36,8:45,9:00,,,0,36.87,36.87,0,-96199,92558,188757,-3641,0,0,0,0,0,,0,0
1,01-02-18,37,9:00,9:15,,-5.98,0,-5.98,-5.98,-1,-48690,108636,157326,59946,0,-17461,0,0,0,,17461,-17461
1,01-02-18,38,9:15,9:30,,32,0,32,32,-1,-67810,105917,173727,38107,0,-27094,0,0,0,,27094,-27094
1,01-02-18,39,9:30,9:45,,32.54,0,32.54,32.54,-1,-81497,93349,174846,11852,0,-19121,0,0,0,,19121,-19121
1,01-02-18,40,9:45,10:00,44.45,32.54,0,44.45,44.45,1,-99544,77580,177124,-21964,0,-1593,1857,0,0,,3450,264
1,01-02-18,41,10:00,10:15,95.12,,0,95.12,95.12,1,-115480,61498,176978,-53982,0,0,36688,0,0,,36688,36688
1,01-02-18,42,10:15,10:30,79.12,,0,79.12,79.12,1,-126211,68773,194984,-57438,0,0,49504,0,0,,49504,49504
1,01-02-18,43,10:30,10:45,45.7,,0,45.7,45.7,1,-122412,88063,210475,-34349,0,0,33786,0,0,,33786,33786
1,01-02-18,44,10:45,11:00,62,,0,62,62,1,-120582,89253,209835,-31329,0,0,21580,0,0,,21580,21580
1,01-02-18,45,11:00,11:15,67.7,,0,67.7,67.7,1,-107405,89635,197040,-17770,0,0,25659,0,0,,25659,25659
1,01-02-18,46,11:15,11:30,37.53,,0,37.53,37.53,1,-109514,112062,221576,2548,0,0,4710,0,0,,4710,4710
1,01-02-18,47,11:30,11:45,36.67,,0,36.67,36.67,1,-114102,122976,237078,8874,0,0,1606,0,0,,1606,1606
1,01-02-18,48,11:45,12:00,39.54,,0,39.54,39.54,1,-123751,121290,245041,-2461,0,0,497,0,0,,497,497
1,01-02-18,49,12:00,12:15,147.12,,0,147.12,147.12,1,-154795,62130,216925,-92665,0,0,36107,0,0,,36107,36107
1,01-02-18,50,12:15,12:30,147.12,,0,147.12,147.12,1,-159031,54598,213629,-104433,0,0,91685,0,0,,91685,91685
1,01-02-18,51,12:30,12:45,121.12,,0,121.12,121.12,1,-161044,63629,224673,-97415,0,0,85398,0,0,,85398,85398
1,01-02-18,52,12:45,13:00,78.56,,0,78.56,78.56,1,-164015,74433,238448,-89582,0,0,67667,0,0,,67667,67667
1,01-02-18,53,13:00,13:15,60.45,,0,60.45,60.45,1,-153977,101501,255478,-52476,0,0,41990,0,0,,41990,41990
1,01-02-18,54,13:15,13:30,,,0,35.9,35.9,0,-161692,89608,251300,-72084,0,0,6553,0,0,,6553,6553
1,01-02-18,55,13:30,13:45,142.12,,0,142.12,142.12,1,-168355,82211,250566,-86144,0,0,28549,0,0,,28549,28549
1,01-02-18,56,13:45,14:00,45.11,,0,45.11,45.11,1,-149869,82549,232418,-67320,0,0,14907,0,0,,14907,14907
1,01-02-18,57,14:00,14:15,71.22,,0,71.22,71.22,1,-159073,89767,248840,-69306,0,0,7807,0,0,,7807,7807
1,01-02-18,58,14:15,14:30,80.12,,0,80.12,80.12,1,-154986,90363,245349,-64623,0,0,25563,0,0,,25563,25563
1,01-02-18,59,14:30,14:45,,,0,35.84,35.84,0,-133140,78967,212107,-54173,0,0,539,0,0,,539,539
1,01-02-18,60,14:45,15:00,,,0,35.84,35.84,0,-138433,72931,211364,-65502,0,0,0,0,0,,0,0
1,01-02-18,61,15:00,15:15,142.12,,0,142.12,142.12,1,-156066,70993,227059,-85073,0,0,28389,0,0,,28389,28389
1,01-02-18,62,15:15,15:30,49.86,,0,49.86,49.86,1,-131946,98325,230271,-33621,0,0,22679,0,0,,22679,22679
1,01-02-18,63,15:30,15:45,46.82,,0,46.82,46.82,1,-113172,89376,202548,-23796,0,0,15591,0,0,,15591,15591
1,01-02-18,64,15:45,16:00,,,0,35.74,35.74,0,-118080,75255,193335,-42825,0,0,1220,0,0,,1220,1220
1,01-02-18,65,16:00,16:15,,,0,36.04,36.04,0,-108953,90651,199604,-18302,0,0,0,0,0,,0,0
1,01-02-18,66,16:15,16:30,,28.54,0,28.54,28.54,-1,-94601,105828,200429,11227,0,-3886,0,0,0,,3886,-3886
1,01-02-18,67,16:30,16:45,,35.4,0,35.4,35.4,-1,-114594,103356,217950,-11238,0,-2435,0,0,0,,2435,-2435
1,01-02-18,68,16:45,17:00,33.34,,0,33.34,33.34,1,-151260,94287,245547,-56973,0,0,42,0,0,,42,42
1,01-02-18,69,17:00,17:15,,,0,36.46,36.46,0,-88562,73718,162280,-14844,0,0,22,0,0,,22,22
1,01-02-18,70,17:15,17:30,,,0,36.47,36.47,0,-111956,65409,177365,-46547,0,0,0,0,0,,0,0
1,01-02-18,71,17:30,17:45,,,0,35.97,35.97,0,-120802,82906,203708,-37896,0,0,0,0,0,,0,0
1,01-02-18,72,17:45,18:00,,,0,35.96,35.96,0,-105343,116269,221612,10926,0,0,0,0,0,,0,0
1,01-02-18,73,18:00,18:15,42.07,,0,42.07,42.07,1,-179706,68491,248197,-111215,0,0,2134,0,0,,2134,2134
1,01-02-18,74,18:15,18:30,,37.3,0,37.3,37.3,-1,-106158,105169,211327,-989,0,-7,0,0,0,,7,-7
1,01-02-18,75,18:30,18:45,,10.88,0,10.88,10.88,-1,-63945,123864,187809,59919,0,-24622,0,0,0,,24622,-24622
1,01-02-18,76,18:45,19:00,,-16.46,0,-16.46,-16.46,-1,-48546,132059,180605,83513,0,-45425,0,0,0,,45425,-45425
1,01-02-18,77,19:00,19:15,45.73,34.09,0,45.73,34.09,2,-85079,77536,162615,-7543,0,-16236,778,0,0,,17014,-15458
1,01-02-18,78,19:15,19:30,,-16.46,0,-16.46,-16.46,-1,-47105,90559,137664,43454,0,-26138,0,0,0,,26138,-26138
1,01-02-18,79,19:30,19:45,,1.94,0,1.94,1.94,-1,-51270,101217,152487,49947,0,-34313,0,0,0,,34313,-34313
1,01-02-18,80,19:45,20:00,,-10.89,0,-10.89,-10.89,-1,-85119,89796,174915,4677,0,-51887,0,0,0,,51887,-51887
1,01-02-18,81,20:00,20:15,,19.78,0,19.78,19.78,-1,-41342,126940,168282,85598,0,-19170,0,0,0,,19170,-19170
1,01-02-18,82,20:15,20:30,,18.54,0,18.54,18.54,-1,-64184,84280,148464,20096,0,-9805,0,0,0,,9805,-9805
1,01-02-18,83,20:30,20:45,,9.64,0,9.64,9.64,-1,-98003,95917,193920,-2086,0,-20802,0,0,0,,20802,-20802
1,01-02-18,84,20:45,21:00,,16.76,0,16.76,16.76,-1,-100657,128103,228760,27446,0,-7666,0,0,0,,7666,-7666
1,01-02-18,85,21:00,21:15,,-74.54,0,-74.54,-74.54,-1,-49355,176458,225813,127103,0,-49769,0,0,0,,49769,-49769
1,01-02-18,86,21:15,21:30,,-74.54,0,-74.54,-74.54,-1,-64484,133769,198253,69285,0,-19117,0,0,0,,19117,-19117
1,01-02-18,87,21:30,21:45,,-74.54,0,-74.54,-74.54,-1,-79247,112286,191533,33039,0,-39693,0,0,0,,39693,-39693
1,01-02-18,88,21:45,22:00,,-71.08,0,-71.08,-71.08,-1,-36681,103498,140179,66817,0,-38966,0,0,0,,38966,-38966
1,01-02-18,89,22:00,22:15,46.8,27.09,0,46.8,27.09,2,-100708,66778,167486,-33930,0,-15420,1988,0,0,,17408,-13432
1,01-02-18,90,22:15,22:30,34.17,,0,34.17,34.17,1,-76992,66395,143387,-10597,0,0,1131,0,0,,1131,1131
1,01-02-18,91,22:30,22:45,,,0,34.03,34.03,0,-43135,93662,136797,50527,0,0,46,0,0,,46,46
1,01-02-18,92,22:45,23:00,,-3.94,0,-3.94,-3.94,-1,-25635,119771,145406,94136,0,-3176,0,0,0,,3176,-3176
1,01-02-18,93,23:00,23:15,50.12,-0.78,0,50.12,-0.78,2,-87690,49453,137143,-38237,0,-4632,5495,0,0,,10127,863
1,01-02-18,94,23:15,23:30,37.12,,0,37.12,37.12,1,-70262,34335,104597,-35927,0,0,5004,0,0,,5004,5004
1,01-02-18,95,23:30,23:45,40.27,,0,40.27,40.27,1,-57544,44274,101818,-13270,0,0,6533,0,0,,6533,6533
1,01-02-18,96,23:45,0:00,40.27,28.51,0,28.51,28.51,-1,-35458,66530,101988,31072,0,-2327,837,0,0,,3164,-1490
1,01-03-18,1,0:00,0:15,,26.03,0,26.03,26.03,-1,-49119,141130,190249,92011,0,-3041,0,0,0,,3041,-3041
1,01-03-18,2,0:15,0:30,,,0,34.85,34.85,0,-56410,95798,152208,39388,0,0,0,0,0,,0,0
1,01-03-18,3,0:30,0:45,,,0,34.86,34.86,0,-45972,90066,136038,44094,0,0,0,0,0,,0,0
1,01-03-18,4,0:45,1:00,,-69.12,0,-69.12,-69.12,-1,-36538,126208,162746,89670,0,-9210,0,0,0,,9210,-9210
1,01-03-18,5,1:00,1:15,42.22,-36.96,0,42.22,-36.96,2,-78132,61534,139666,-16598,0,-10287,782,0,0,,11069,-9505
1,01-03-18,6,1:15,1:30,36.27,,0,36.27,36.27,1,-62492,60463,122955,-2029,0,0,762,0,0,,762,762
1,01-03-18,7,1:30,1:45,,,0,33.43,33.43,0,-54542,73050,127592,18508,0,0,0,0,0,,0,0
1,01-03-18,8,1:45,2:00,,34.83,0,34.83,34.83,-1,-49926,101891,151817,51965,0,-1,0,0,0,,1,-1
1,01-03-18,9,2:00,2:15,,33.98,0,33.98,33.98,-1,-69772,59136,128908,-10636,0,-569,0,0,0,,569,-569
1,01-03-18,10,2:15,2:30,,,0,33.14,33.14,0,-65011,67846,132857,2835,0,0,0,0,0,,0,0
1,01-03-18,11,2:30,2:45,,,0,33.12,33.12,0,-55044,82026,137070,26982,0,0,0,0,0,,0,0
